text,sentiment,source,sentiment_original,LM_pos,LM_neg,VADER_compound,combined,confidence
"Getty ImagesNEW DELHI: Sugar shares closed lower in the Friday's session. 

 Dharani Sugars & Chemicals(up 5.00%), EID Parry(up 0.83%), Dalmia Bharat Sugar & Industries(up 0.51%) and Dhampur Sugar Mills(up 0.30%) stood among the top gainers. 

 Shree Renuka Sugars(down 7.00%), MAGADHSUGAR(down 6.55%), Rajshree Sugars & Chemicals(down 5.07%), BAJAJHIND(down 4.99%), DCM Shriram Industries(down 4.97%), Simbhaoli Sugars(down 4.96%), Uttam Sugar Mills(down 4.44%), Triveni Engineering & Industries(down 4.34%), Rana Sugars(down 4.15%) and Sakthi Sugars(down 4.08%) were among the top losers of the day. 

 The NSE Nifty50 index ended 142.5 points down at 17102.55, while the 30-share BSE Sensex closed down 460.19 points at 57060.87. 

 HDFC LIFE INSURANCE(up 1.93%), TATA CONSUMER PRODUCTS(up 1.49%), Kotak Mahindra Bank(up 1.42%), HDFC Bank(up 0.97%), Sun Pharmaceutical Industries(up 0.83%), Tata Steel(up 0.81%), Tata Motors(up 0.36%), HDFC(up 0.26%), Dr Reddys Laboratories(up 0.24%) and UltraTech Cement(up 0.2%) stood among the top gainers in the Nifty pack. 

 On the other hand, Axis Bank(down 6.57%), Coal India(down 3.89%), Adani Ports & Special Economic Zone(down 3.46%), Power Grid Corporation of India(down 3.33%), Bajaj Auto(down 2.73%), Oil & Natural Gas Corporation(down 2.64%), Wipro(down 2.63%), Britannia Industries(down 2.34%), State Bank of India(down 2.21%) and Titan Company Ltd(down 2.19%) closed in the red.",positive,Fin_Cleaned,Negative,0,0,0.8779,0.3512,0.3512
"AgenciesIndia 10-year bond yield rose 0.37 per cent to 6 after trading in 5.99-6.01 range.Shares of Cholamandalam Investment & Finance Company Ltd. traded 0.42 per cent up at Rs 717.0 on Monday at around 10:50AM (IST), while the benchmark BSE Sensex declined 455.85 points to 56741.3. 

 As many as 32,852 shares changed hands on the counter with a total value of Rs 2.33 crore. 

 The stock quoted a 52-week high price of Rs 761.0 and a 52-week low of Rs 469.75. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 On the technical charts, the 200-DMA of the stock stood at Rs 598.39, while 50-DMA was at Rs 694.96. If a stock trades above 50 DMA and 200 DMA, it usually means the immediate trend is up. On the other hand, if the stock trades below 50 DMA and 200 DMA both, it is considered a bearish trend and if it trades between 50DMA and 200DMA, then it suggests the stock can go anywhere. 

 Shares of the company have advanced 28.97 per cent in the past one year, while Sensex has risen 16.88 per cent during the same period. 

 According to BSE data, the stock trades at a price-to-earnings multiple of 34.36 and a price-to-book ratio of 4.78. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price to book value indicates the inherent value of a company and reflects the price that investors are ready to pay even for no growth in a business. The stock belongs to the NBFC - Diversified industr",positive,Fin_Cleaned,Positive,4,2,0.9682,0.9657,0.9657
"Shutterstock.comRSI has turned north from the 60 level, confirming bullishness.Shares of Piramal Enterprises Ltd. traded 2.91 per cent lower in Wednesday's session at 01:54PM (IST). The stock opened at Rs 1923.2 and has touched an intraday high and low of Rs 1929.6 and Rs 1837.35, respectively, during the session so far. 

 The stock quoted a 52-week high of Rs 3013.0 and a 52-week low of 1616.1. About 16,645 shares changed hands on the counter so far. 

 Benchmark Nifty50 was down 127.1 points at 16112.95, while the BSE Sensex traded 474.24 points lower at 53890.61 at the time of writing of this report. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 In the Nifty pack, 15 stocks traded the day in the green, while 34 were in the red. 



 Key Financials 
 For the quarter ended 31-Dec-2021, the company reported consolidated sales of Rs 4067.19 crore, up 25.78 per cent from the previous quarter's Rs 3233.59 crore and up 24.58 per cent from the year-ago quarter. The company reported net profit of Rs 855.08 crore for the latest quarter. 


 Promoter Holdings 
 Promoters held 43.49 per cent stake in the company as of 31-Mar-2022, while FIIs held 35.03 per cent and MFs 2.18 per cent. 


Technicals
 On the technical charts, the 200-Day Moving Average (DMA) of the stock stood at Rs 2466.28 on May 11, while the 50-DMA was at Rs 2138.58. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered as bearish trend and if trades between these averages, then it suggests the stock can go either way.",positive,Fin_Cleaned,Negative,2,1,0.8126,0.782,0.782
"AgenciesNEW DELHI: At a time when the market was rallying, auto sector sulked. And now, when the market is in total disarray, strength seems to have returned to auto counters, helped by healthy volumes and hopes of commodity benefits after the government moved to reduce steel prices.

The Nifty auto index trades flat, with a positive bias, on a year-to-date (YTD) basis as against a 13 per cent decline in the benchmark Nifty50.

Automobiles are a good trade which is building in especially from the recovery of volume perspective, said Vikas Khemani, Founder, Carnelian Capital Advisors. ""We know that because of the semiconductor chip shortage, demand and growth have been muted but 2023 could be a very good year from that perspective,"" Khemani added.
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
Auto index has underperformed the market for the last four years. Even now, semiconductor and supply chain issues linger but demand for automobiles remains strong, with a waiting period of three months to two years.

Industry experts suggest that healthy booking and single-digit cancellation show that demand may stay put even when normal supply resumes in months to come. This optimism is getting reflected in the share price movement of leading auto stocks.

M&M, Maruti Suzuki and Hero MotoCorp are up 2-11 per cent in one month versus a 6 per cent fall in Nifty50. Bajaj Auto and Tata Motors though trade marginally in the red have managed to outperform.

""After many years of underperformance, we are seeing auto shares come back quite strongly. They are in a kind of blue sky scenario at this point in time. We have seen a clear-cut turnaround in their fortunes. At higher volumes and with this latest government move to reduce steel prices, a lot of the pressure on their operating profit margins will ease. Auto shares will likely come into the leadership position over the next several months and quarters,"" Dipan Mehta, Director, Elixir Equities told ET NOW.


Where to bet: PVs, CVs, 2Ws?While overall auto sector valuations look lucrative, analysts are leaning towards consumer-facing stocks, especially in the four-wheeler segment. The consensus view remains weak on two-wheelers.

Hemang Jani of Motilal Oswal Financial Services expects demand to improve for passenger vehicles (PVs) on the back of easing supply chain issues. However, he sees a slow recovery in 2-wheelers (2Ws).

Data pointed out that retail sales of passenger vehicles grew last month but the sales of two-wheelers and commercial vehicles remained low compared to the pre-Covid month of May 2019, according to automobile dealers' body federation of Automobile Dealers Associations (FADA). 

""While PV and tractors continued their positive run... two-wheeler, three-wheeler and CV sales are yet to show any signs of healthy run-rate,"" FADA President Vinkesh Gulati said in a statement.

Intense competition and the kind of disruption that may come from EVs does not make me optimistic on Bajaj Auto, Hero MotoCorp and TVs, said Dipan Mehta. Companies like Tata Motors, Mahindra & Mahindra and Maruti remain his top picks.

Contrarily, Edelweiss Research believes there is excessive pessimism in the case of 2Ws and some overconfidence on PVs and CVs, which is reflecting in the valuations. 

""Hence, we prefer 2Ws in the auto pack and have a â€˜BUYâ€™ on the three stocks in our coverage â€“ Bajaj Auto, Eicher Motors and Hero MotoCorp,"" it said.


Headwinds to auto storyWhile the demand scenario is playing in favour of the auto stocks, tightening liquidity and slowing economic activity in the quarter could play a dampener.

""If the auto loan rates go up by 1.5-2 per cent, then the margin will impact demand to some extent because most of the four-wheelers are financed and that is the only challenge which some of these companies will face,"" independent market expert Sandip Sabharwal observed.


(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)",positive,Fin_Cleaned,Positive,14,8,0.9969,0.9988,0.9988
"AgenciesThe core sector makes up 40.27% of the Index of Industrial Production (IIP), making it a lead indicator of industrial activity.Indiaâ€™s core sector output surged to 18.1% in May on a year-on-year basis as against 8.4% in the last month, revealed data by the commerce and industry ministry on Thursday.

The growth can be attributed to increased production in cement, coal, fertilizers and electricity industries over the corresponding period of last fiscal.



The cement industry recorded the highest growth of 26.3% in the month of May this year as against 8% last month.

Another key driver was the coal sector that witnessed a sharp incline of 25.1%. Other sectors including fertilizer, electricity and natural gas grew by 22.8%, 22% and 7% respectively. 

According to the data, the crude oil sector witnessed a growth of 4.6% against a contraction of 0.9% last month. Similarly, steel industry grew by 15% in May. 

The production of petroleum refinery products increased by 16.7% as compared to 9.2% last month. 

The core sector makes up 40.27% of the Index of Industrial Production (IIP), making it a lead indicator of industrial activity.

( Originally published on Jun 30, 2022",positive,Fin_Cleaned,Positive,4,0,0.8807,0.9519,0.9519
"Sensex tumbles over 800 pts on weak global cues; Nifty trades below 16KNEW DELHI: Inflation data released in US overnight send domestic indices tumbling on Thursday morning. The US CPI print eased to 8.3 per cent in April from 8.5 per cent in March, but was still higher than analyst estimates of 8.1 per cent, suggesting while inflation in the the world's largest economy may have peaked, any further easing would be a slow process and that an aggressive Fed stance may continue. 

The economic reading helped the dollar stay near a two-decade high, hurting emerging market equities. At 9.42 am, the BSE Sensex was trading 1,024.29 points or 1.89 per cent lower at 53,064. Nifty50 was trading at 15,865, down 301 points or 1.87 per cent. Midcap and smallcap indices lost up to 2.2 per cent.

""Negative base effects dragged YoY core CPI to 6.2 per cent in April from 6.5 per cent in March. However, firming monthly core CPI inflation suggests the underlying inflation trend remains high, adding pressure on the Fed to hasten tightening,"" Nomura said in a note. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines
 Among Sensex stocks, Mahindra & Mahindra fell 2.5 per cent to Rs 864.35. Tata Steel declined 2.46 per cent to Rs 1,137.60. Bajaj Finance fell 2.41 per cent to Rs 5,666.50. UltraTech Cement, HDFC Bank, Sun Pharma and IndusInd Bank were some other Sensex stocks, which declined over 2 per cent.

Most Asian stocks were trading in the red. The MSCI's index of Asia-Pacific shares outside Japan declined 0.92 per cent. Japan's Nikkei dropped 1.01 per cent, Hong Kong's Hang Seng declined 1.05 per cent while South Korea's Kospi edged 0.36 per cent lower. 

The dollar index, which measures the greenback against a basket of six major world currencies, stood at to 103.92. 

Back home, the market was also keenly awaiting the domestic CPI figures, which are scheduled for post market hours today. Nirmal Bang Institutional Equities said CPI inflation is likely to rise to 7.4 per cent in April from 6.95 per cent in March, led by higher prices of edible oil and fuel and a gradual pass-through of rise in input costs to retail prices as well as inflation in the services sector, supported by the opening up of the economy.

Provisional data suggested that foreign portfolio investors (FPIs) were net sellers of domestic stocks to the tune of Rs 3,609.35 crore on Wednesday. FPI outflows have touched Rs 17,403 crore in May and Rs 1,44,565 crore in 2022 so far. 

 Meanwhile, Larsen & Toubro, Tata Motors, Siemens, Honeywell Automation India, Tube Investment of India, Aditya Birla Capital, Poonawalla Fincorp, Sheela Foam, Gujarat State Petronet, Credit Access Grameen, Apollo Tyres, Brigade Enterprises, Anupam Rasayan and RBL Bank are among the companies which will announce March quarter earnings today.

In Video: 
                Sensex tumbles over 800 pts on weak global cues; Nifty trades below 16K",negative,Fin_Cleaned,Negative,2,3,0.5346,-0.2431,0.2431
"Getty ImagesNEW DELHI: FMCG stocks were trading lower on Monday at 10:19AM 

 Euro India Fresh Foods(up 2.13%), Tasty Bite Eatables(up 1.44%), Emami(up 1.16%), Heritage Foods(up 1.12%), Future Consumer(up 1.05%), Bajaj Consumer(up 0.72%), Hatsun Agro Product Ltd(up 0.66%), Dodla Dairy(up 0.55%), Zydus Wellness(up 0.50%) and Hind.Foods(up 0.44%) were among the top gainers. 

 Mrs Bectors Food Specialities(down 2.23%), Nakoda Group(down 2.17%), Hindustan Unilever(down 1.59%), Jyothy Labs(down 1.43%), Prataap Snacks(down 1.23%), Gillette India(down 1.20%), Varun Beverages(down 1.10%), Nestle India(down 1.08%), Dabur India(down 1.05%) and Britannia Industries(down 1.03%) were among the top losers. 

 The NSE Nifty50 index was trading 73.85 points down at 17710.5, while the 30-share BSE Sensex was down 307.73 points at 59139.45 at around 10:19AM. 

 Grasim Industries(up 1.91%), JSW Steel(up 1.43%), Apollo Hospitals Enterprises(up 1.11%), ICICI Bank(up 1.03%), Cipla(up 0.86%), Tata Motors(up 0.81%), Bharat Petroleum Corporation(up 0.77%), IndusInd Bank(up 0.77%), Adani Ports & Special Economic Zone(up 0.77%) and NTPC(up 0.76%) were among the top gainers in the Nifty pack. 

 On the other hand, Infosys(down 1.94%), SBI Life(down 1.94%), HCL Technologies(down 1.79%), Hindustan Unilever(down 1.69%), Larsen & Toubro(down 1.35%), Wipro(down 1.27%), Reliance Industries(down 1.11%), Britannia Industries(down 1.05%), Nestle India(down 0.99%) and Bajaj Auto(down 0.95%) were trading in the red.",positive,Fin_Cleaned,Negative,0,0,0.8271,0.3308,0.3308
"Shutterstock.comRSI has turned north from the 60 level, confirming bullishness.Shares of Ashok Leyland Ltd. gained 1.49 per cent to Rs 122.75 in Tuesday's trade as of 10:40AM (IST). It hit a high of Rs 123.2 and low of Rs 121.35 during the session. 

 The stock quoted a 52-week high price of Rs 153.4 and a low of Rs 93.2. The return on equity for the stock stood at -2.1 per cent. About 394,809 shares have changed hands on the counter so far. 

 The stock's beta value, which measures its volatility in relation to the broader market, stood at 1.55. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines
 The scrip has been an underperformer, up 8.25 per cent in the past one year in comparison with a 20.42 per cent gain in Sensex. 


Technicals
 On the technical charts, the 200-day moving average (DMA) of the stock stood at Rs 93.2 on April 05, while the 50-DMA was at Rs 121.0. If a stock trades well above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 


 Promoter/FII Holding 
 Promoters held 0.0 per cent stake in Ashok Leyland Ltd. as of 31-Dec-2021. Mutual funds and foreign institutional investors held 13.97 per cent and 14.93 per cent stake.",positive,Fin_Cleaned,Positive,3,2,0.9595,0.8408,0.8408
"Getty ImagesNifty moved in a tight range of 82 points, and ended slightly below the psychologically crucial level of 15,700. Shares of Indraprastha Gas Ltd. fell 0.76 per cent to Rs 353.55 in Monday's trade as of 11:37AM (IST) even as the benchmark Nifty ruled at 16489.95, down 94.35 points. 

 The scrip had closed at Rs 356.25 in the previous session. The stock quoted a 52-week low of Rs 322.1 and a high of Rs 604.0. The company quoted a market-cap of Rs 24829.03 crore on the BSE. 

 On BSE, 11,784 shares have changed hands on the counter so far. At its prevailing price, the stock traded at 16.53 times its trailing 12-month EPS of Rs 21.46 per share and 3.44 times its book value. The return on equity (ROE) stood at Rs 19.8. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma

 Key Financials 
 For the quarter ended 31-Mar-2022, Indraprastha Gas Ltd. reported consolidated sales of Rs 2480.31 crore, up 42.69 per cent from the same quarter a year ago. The company reported 14.88 per cent YoY growth in net profit at Rs 430.93 crore for the latest quarter. 


 Technical indicators
 The relative strength index (RSI) of the stock stood at Monday. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold when it is below 30. 

 Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation rati",positive,Fin_Cleaned,Negative,4,0,0.9565,0.9822,0.9822
"iStockLeveraged companies and those with large cash flows that are distant could be disproportionately impacted.RelatedCan this consolidation in market shake the faith of retail investors?Vanishing value trade puts EMs at risk of Fed's rate hike shockRetail investors face a reality check. Top Q4 picks down up to 47% in 2022NEW DELHI â€“ For the last couple of years, a regime of record low-interest rates and massive central bank liquidity infusions have enabled equity investors to reap rich rewards from stock markets.

A combination of global shocks on the inflation front has now made it necessary for the Reserve Bank of India to start reversing ultra-loose monetary policy at a far quicker pace than was earlier estimated and stock markets have begun to feel the pinch.

Since the RBIâ€™s surprise off-policy rate hike last week, the BSE Sensex and the Nifty50 have lost more than 4 per cent and with the US Fed also aggressively hiking rates, navigating the current bout of market volatility is no easy task.

With the turn in the interest rate cycle and the removal of surplus liquidity from the banking system causing sovereign bond yields to shoot up to over-three-year highs, a theme that is repeatedly being discussed in markets is the valuation of equities.

â€œThe general rule of thumb is that the higher the risk-free rate of return, the higher is the discount rate that gets modelled into the DCF â€“ the discounted cash flow model based on which the fair value of any share is determined,â€ independent market analyst Ajay Bodke told ETMarkets.
MORE STORIES FOR YOUâœ•Can this consolidation in market shake the faith of retail investors?Vanishing value trade puts EMs at risk of Fed's rate hike shockRetail investors face a reality check. Top Q4 picks down up to 47% in 2022Â« Back to recommendation storiesI don't want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT
Yields on government bonds represent the risk-free rate that prevails in the economy. So far in 2022, the yield on Indiaâ€™s 10-year bond yield has climbed 101 basis points and market watchers expect a much sharper rise in coming months as the RBI is seen hiking rates by around 100 basis points more.

â€œThere is a clear inverse correlation between the discount rate and the fair value of stocks, everything else being the same. There is also a concomitant de-rating in the valuation multiples ascribed by the market and so itâ€™s a double whammy,â€ Bodke said.

The market analyst warned that leveraged companies and those with large cash flows that are distant could be disproportionately impacted.

Consequently, so-called growth stocks, whose valuations factor in cash flows that are well into the future, could take a hit.

After having outperformed over the last 10 years, such â€˜growthâ€™ stocks could now have reached an inflection point and high-dividend yield stocks could return to favour, he said.

â€œSecondly, those companies whose business models were based on long-term â€˜storiesâ€™ where the market has not ascribed the value based on cash-flows or profits but based on high price-to-estimated sales or some other metric like gross value merchandise etc or some such esoteric metric, those will get disproportionately impacted.â€

According to Kotak Institutional Equities, the surge in Indian government bond yields over the last few weeks has kept the yield gap at high levels despite a moderate correction in equity markets.

The brokerage said that while valuations are still high on an absolute basis for growth and quality large-cap and mid-cap stocks, they were starting to turn more reasonable through a combination of price and time correction over the past 7-8 months.

â€œValuations are quite reasonable for financials and â€˜valueâ€™ stocks,â€ Kotak Institutional Equities said.


(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)",positive,Fin_Cleaned,Negative,12,4,0.9699,0.988,0.988
"Getty ImagesShares of ICICI Lombard General Insurance Company Ltd. slipped 0.96 per cent to Rs 1114.5 in Friday's trade. It hit a high of Rs 1130.9 and low of Rs 1112.05 during the session. 

 On the technical charts, the 200-DMA of the stock stood at Rs 1375.95, while the 50-DMA was at Rs 1241.08. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 

 The stock traded above the signal line of momentum indicator moving average convergence divergence, or MACD, signalling a bullish bias on the counter. The MACD is known for signalling trend reversal in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. A nine-day exponential moving average, called the signal line, is plotted on top of the MACD to reflect ""buy"" or ""sell"" opportunities. 

 On the other hand, the Relative Strength Index (RSI) of the stock stands at 35.78. Traditionally, a stock is considered overbought when the RSI value is above 70 and oversold when it is below 30. 

 The return on equity (RoE) for the stock stood at 13.42 per cent while the Return on Capital Employed (RoCE) was at 15.31. RoCE is a financial ratio that determines a company's profitability and the efficiency of capital use, while the RoE is a measure of profitability of a business in relation to the equit",positive,Fin_Cleaned,Negative,7,2,0.9628,0.9851,0.9851
"AgenciesShares of Adani Enterprises were trading higher in Tuesday's session after the company announced that energy major TotalEnergies will acquire a 25% minority interest in Adani New Industries (ANIL) from Adani Enterprises to jointly create the worldâ€™s largest green hydrogen ecosystem.

The scrip jumped over 3 per cent to hit an intraday high of Rs 2,152.45 against the previous close of Rs 2081.45.

TotalEnergies is a global multi-energy company that produces and markets energies: oil and biofuels, natural gas and green gases, renewables and electricity.

ANIL plans to invest over $50 billion over the next 10 years in green hydrogen and the associated ecosystem. In the initial phase, ANIL will also develop green hydrogen production capacity of 1 million tons per annum before 2030.

""With this investment in ANIL, the strategic alliance between the Adani Portfolio and TotalEnergies now covers LNG terminals, the gas utility business, renewables business and green hydrogen production,"" the company said.

Adani Total Gas share price at the same time also rose to a high of Rs 2,375 as against Rs 2,337.35 at the previous close on the BSE. The stock has delivered over 45 per cent return to its shareholders in the last one year.

â€œThe strategic value of the Adani-TotalEnergies relationship is immense at both the business level and the ambition level,â€ said Gautam Adani, Chairman, Adani Group.

â€œIn our journey to become the largest green hydrogen player in the world, the partnership with TotalEnergies adds several dimensions that include R&D, market reach and an understanding of the end consumer. This fundamentally allows us to shape market demand. This is why I find the continued extension of our partnership to hold such great value. Our confidence in our ability to produce the worldâ€™s least expensive electron is what will drive our ability to produce the worldâ€™s least expensive green hydrogen. This partnership will open up a number of exciting downstream pathways.â€",positive,Fin_Cleaned,Positive,6,0,0.9829,0.9932,0.9932
"ReutersStocks in focus: RIL, Tata Motors, Infosys, IIFL Securities, Apollo Hospitals, Punjab National Bank, NBCC and more..Shares of Shriram Transport Finance Company Ltd. traded 4.97 per cent up at Rs 1063.8 at around 01:44PM (IST) on Thursday. The stock had closed at Rs 1119.45 in the previous session. Equity benchmark Sensex traded 970.21 points lower at 53118.18 around the same time. 


 The scrip has declined 20.94 per cent in the last one year till date, while the 30-share index has gained 9.04 per cent during the same period. 

ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St The stock's 52-week high price stood at Rs 1696.15 and the 52-week low price at Rs 1002.5. 

 Trading volume on the counter stood at 28,550 shares, while it quoted a price-to-earnings ratio of 10.6, an EPS value of 100.59 and a price-to-book value of 1.66. In the Nifty50 pack, 4 stocks traded in the green, while 46 stocks were in the red. 


 Promoter/FII Holding  Promoters held 26.45 per cent stake in the company as of 31-Mar-2022, while FII and mutual funds' ownership stood at 53.88 per cent and 5.3 per cent, respectively. 


 Key Financials  For the quarter ended 31-Mar-2022, the company reported consolidated sales of Rs 5087.59 crore, up 5.28 per cent from the previous quarter's Rs 4832.33 crore and up 13.11 per cent from the year-ago quarter's Rs 4497.87 crore. The company reported net profit of Rs 1091.23 crore for the latest quarter. 


 Technical Indicators
 The MACD signalled a bearish bias on the counter. The MACD is known for signalling trend reversals in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. A nine-day exponential moving average, called the signal line, is plotted on top of the MACD to reflect ""buy"" or ""sell"" opportunities. When the MACD crosses below the signal line, it gives a bearish signal, indicating that the price of the security may see a downward movement and vice vers",positive,Fin_Cleaned,Negative,5,4,0.9578,0.8401,0.8401
"Shutterstock.comIndia 10-year bond yield jumped 0.38 per cent to 6.03 after trading in 6.01 - 6.04 range.NEW DELHI: Shares of Avenue Supermarts Ltd. traded 1.91 per cent down in Monday's trade at 02:10PM (IST). Around 25,297 shares changed hands on the counter. 

 The stock opened at Rs 3805.0 and touched an intraday high and low of Rs 3805.0 and Rs 3675.0, respectively, in the session so far. The stock of Avenue Supermarts Ltd. quoted a 52-week high of Rs 5899.9 and a 52-week low of Rs 3109.0. 

 Total market cap of the Avenue Supermarts Ltd. stood at Rs 242785.95 crore at the time of writing this report. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St

 Key Financials
 The company reported consolidated sales of Rs 8819.02 crore for the quarter ended 31-Mar-2022, down 4.59 per cent from previous quarter's Rs 9243.72 crore and down 18.22 per cent from the year-ago quarter's Rs 7459.8 crore. 

 The net profit for latest quarter stood at Rs 426.83 crore, up 3.13 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Mar-2022, domestic institutional investors held 6.25 per cent stake in the company, while foreign institutional investors held 8.83 per cent and the promoters 74.99 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a price-to-earnings multiple of 162.67 and a price-to-book ratio of 18.94. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Avenue Supermarts Ltd. belongs to the Supermarkets industry.",positive,Fin_Cleaned,Negative,5,0,0.9468,0.9787,0.9787
"Getty ImagesIndia 10-year bond yield rose 0.05 per cent to 6.03 after trading in 6.02-6.04 range.NEW DELHI: The Nifty Auto index traded negative around 10:34AM(IST)on Wednesday in a weak market. 

 Bosch(up 0.97 per cent), Eicher Motors(up 0.38 per cent), Ashok Leyland(up 0.32 per cent) and MRF(up 0.18 per cent) were among the top gainers. 

 Escorts(down 2.16 per cent), Balkrishna Industries(down 1.78 per cent), TIINDIA(down 1.69 per cent), Bajaj Auto(down 1.28 per cent) and Sona BLW Precision Forgings(down 1.22 per cent) were the top losers on the index. 

 The Nifty Auto index was down 0.52 per cent at 10880.05 at the time of writing this report. 

 Benchmark NSE Nifty50 index was down 123.85 points at 17833.55, while the BSE Sensex was down 471.56 points at 59704.94. 

 Among the 50 stocks in the Nifty index, 21 were trading in the green, while 29 were in the red. 

 Shares of Vodafone Idea, Tata Power, JP Power, Adani Power and Reliance Power were among the most traded shares on the NSE. 

 Shares of Lokesh Machines, EIH Associated, Swan Energy, Nalwa Sons Invst and Ganges Securities hit their fresh 52-week highs in today's trade, while Felix Industries, SP Refractories Ltd. and Shaily Engg Pla hit fresh 52-week lows in trade.",neutral,Fin_Cleaned,Negative,0,1,0.9218,-0.0882,0.0882
"Shutterstock.comAgarwal said the global economy is showing clear signs of recovery. The second wave of Covid-19 is ebbing in India with total active cases at less than 20 per cent of May highs.Shares of Siemens Ltd. fell 0.39 per cent to Rs 2372.85 in Thursday's session as of 01:33PM (IST) even as the equity benchmark Sensex traded 811.11 points higher at 57848.61. 

 Earlier in the day, the stock witnessed a gap up start to the session. The stock quoted a 52-week high price of Rs 2577.45 and a 52-week low of Rs 1760.05 on NSE. Around 1794 shares changed hands on the counter till 01:33PM (IST). 

 The stock opened at Rs 2395.15 and has touched an intraday high and low of Rs 2403.05 and Rs 2365.7 during the session so far. The counter quoted a price-to-earnings (PE) ratio of 80.74, earnings per share (EPS) of Rs 29.36 and price to book value (PB) of 7.32, while the return on equity (ROE) stood at Rs 10.53. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St

 Promoter/ FII Holding The promoters held 75.0 per cent stake in the company as of April 21, while FII and MF ownerships stood at 5.51 per cent and 2.52 per cent, respectively. 


 Key Financials 
 With a market capitalisation of Rs 84423.65 crore, the company operates in the Capital Goods - Diversified industry. For the quarter ended 31-Dec-2021, the company reported consolidated sales of Rs 3610.0 crore, down 17.17 per cent from the previous quarter?s Rs 4358.3 crore and down 21.01 per cent from the same quarter a year ago. The company reported net profit of Rs 250.7 crore for the latest quarter, down 15.16 per cent from the corresponding quarter last year. 


 Technical Indicators  The relative strength index (RSI) of the stock stands at 47.05. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold condition when it is below 30. Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation ratio.",positive,Fin_Cleaned,Positive,7,0,0.9393,0.9757,0.9757
